id,capacity,address3,postalCode,stateName,latitude,longitude
87a1040a-6f69-49b9-a9f8-22b13fcf3e0f,10.455,NUSAJAYA,79100,Johor,1.4589577,103.6378474
89342daf-e505-471e-bbb3-d6b4a33e150d,7.38,KLUANG,86000,Johor,2.012498089,103.3285794
89a512f6-fb1c-478a-8e3d-5210b465af43,160.775,YONG PENG,83700,Johor,2.3812006,103.0208591
89a97a82-8861-45e7-9b42-7cc3cccc77b8,220,,82000,Johor,2.023413,102.6704292
89b59115-cd86-49c4-9c1e-1017f8621999,19.8,JOHOR BAHRU,81100,Johor,1.5288077,103.7916914
8b7f2222-0f18-42e2-90bc-e9e92447dabd,13.32,NUSAJAYA,79100,Johor,1.451227293,103.6392198
8cc05394-b771-4a9a-bb7a-0fcee123ebc9,181.64,Yong Peng,83000,Johor,1.982743267,103.1021443
8ced4784-d311-41ad-b508-bcc098cbc054,1342.55,,79200,Johor,1.4510798,103.5996956
8cf44075-9e0b-4f17-8e52-d2aedb35c120,259.92,Yong Peng,83700,Johor,2.077828,103.062554
8d778f48-4c5f-4902-abc9-a0f62b23565f,518.42,PASIR GUDANG,81700,Johor,1.466293924,103.9163823
8dae5204-fe52-442b-8678-e0d91221cb90,548.27,Plentong,81750,Johor,1.521717,103.815179
8daec8ed-cad3-420b-959f-579c99b11d97,14.76,ISKANDAR PUTERI,79100,Johor,1.46207579,103.6232452
8e32e895-53b4-4def-8566-8bed403e5dc7,8.61,JOHOR BAHRU,81100,Johor,1.559956823,103.7902395
8f16dcde-8760-466e-ac17-9f9df1c8425c,459.94,"BANDAR INDAHPURA,",81000,Johor,1.6335988,103.6069762
90230a2b-9bb5-406c-b4f1-3a09894ed40f,7.38,JOHOR BAHRU,80400,Johor,1.482916897,103.7695041
93cac0e6-3f7f-4051-b8ea-16715c105d78,0,,81030,Johor,1.674312,103.5398093
9440a907-2866-4318-ae22-701ee1fef29a,10.53,YONG PENG,83700,Johor,2.005267758,103.0680982
9461ed41-d4b2-4499-91e9-bff7d0564d8c,8.61,ISKANDAR PUTERI,79200,Johor,1.483252,103.586536
95561629-5342-47ec-a0d7-0c817867e1a5,1432.19,JLN JEMALUANG,86800,Johor,1.7959545,103.9500019
9644106a-ec52-4c15-8634-6a24bab7ef42,224.4,,83700,Johor,1.8814303,103.2592673
964d4af4-7bd7-4929-9e08-4ae517331123,45.5,Kulai,81000,Johor,1.6294751,103.6048447
9738bc47-7677-4aee-8467-2acf43839e4a,6.075,JOHOR,80400,Johor,1.4805379,103.7803383
9750cda9-93e2-4c26-ae63-fa8f56c04391,10.545,ISKANDAR PUTERI,79100,Johor,1.458406,103.6356887
97c6d8f6-c49a-402c-a0c3-4ea874234e01,8.8,Senai,,Johor,1.607361,103.6374631
98e60330-fd21-435c-b5e5-61a8a3ff55ae,8.61,JOHOR BAHRU,81100,Johor,1.596312445,103.7543138
991cc7f2-afe1-4d68-9143-636524a7364d,17.22,BATU PAHAT,83000,Johor,1.867841352,102.9336709
9a653843-9c54-42f0-bda8-bbc3b4080156,3.15,Senai,,Johor,1.6107124,103.6405378
9bd2c72f-ce4d-4fd3-866c-09674564fa59,83.16,Johor Bahru,79200,Johor,1.4341499,103.5980529
9e54b6f0-51f9-478e-99a3-506c8551e1f0,71.72,KOTA TINGGI,81900,Johor,1.7210686,103.8976422
9e77ef69-2607-45ab-bed1-1780773f5aa2,449.175,,45300,Johor,1.9343998,103.3587288
9f43a36f-d16c-43a0-ad95-15bd10bf0332,15.84,JOHOR BAHRU,81100,Johor,1.5471715,103.7740185
a18fd7da-4ae1-43ce-9683-eb1f38b3f142,522.37,JOHOR BAHRU,81100,Johor,4.708125,101.099237
a25617a0-32af-4992-8884-3ad44777ee2c,925,,81400,Johor,1.6308018,103.6476254
a2d90861-b8d0-48b6-8fb3-4905ada74411,4.95,Johor Bahru,,Johor,1.5669633,103.7437458
a310bb72-8432-4fa9-a425-e475ff6163ed,7.38,KOTA TINGGI,81900,Johor,1.7336,103.7079301
a37e57ac-bd5c-4640-8a4b-5143d698ad2a,12.75,Batu Pahat,83300,Johor,1.860717462,102.9944312
a4406347-70ba-42ff-82ab-b24d90009030,320.355,JOHOR BAHRU,81100,Johor,1.5311672,103.7406936
a46590eb-41ac-483f-8472-080c7f751dfe,412.565,Nusajaya,79250,Johor,1.4794247,103.6371996
a55abf04-25af-4675-86b9-cda12349e9d2,4.92,JOHOR BAHRU,81100,Johor,1.525772912,103.767113
a6fc951f-d9a9-4249-acc3-ca4b12dca728,224.2,Yong Peng,83700,Johor,2.054331,103.045912
a8eaec7a-ce5c-4c69-ad8e-ef0241284975,17.76,NUSAJAYA,79100,Johor,1.452779,103.639295
a903a641-619a-4cca-8480-d18a90e857f9,7.38,JOHOR BAHRU,81100,Johor,1.511103,103.779944
accfb837-428a-4c6e-86a6-9fe9dc4eda62,620.6," BANDAR INDAHPURA, KULAI",81000,Johor,1.6305621,103.6107394
ad8aee24-2a81-468d-b0e6-b2e0ee0cf71f,3.15,Senai,,Johor,1.6110927,103.6423726
ae8bb8f7-c4c6-430e-93f9-20d1c5cdf149,298.4,JOHOR BAHRU,81200,Johor,1.521193047,103.7328042
b12d0ec8-51c4-48b4-9cf9-f11600aae6ee,167.2,Yong Peng,83730,Johor,1.96991,103.132381
b18739c1-fb58-4d07-87be-82dfe0eab760,11.07,ULU TIRAM,81800,Johor,1.583483882,103.7869088
b3675384-778b-4474-81f8-3c1fee21d922,209.05,JOHOR BAHRU,81100,Johor,1.5331331,103.7514649
b478d576-376b-4741-9072-b9bdc5fd64ff,552.12,Johor Bahru,81100,Johor,1.5326422,103.736512
b51c59b0-c25f-4933-9c48-e44a96cfb0cf,6.765,ULU TIRAM,81800,Johor,1.570985786,103.8078999
b56f5c18-fc79-49f9-a151-4a0afd00e081,90.95,Iskandar Puteri,79250,Johor,1.560653,103.82668
b59ad193-a82c-4d83-8c35-a29ee74bc9f1,573.32,,81100,Johor,1.470059006,103.9676368
b612a135-11f2-4507-8869-228b386772b4,489.77,Yong Peng,83700,Johor,1.982743267,103.1021443
b7181fc4-eb6b-4472-b2aa-69e653b3e9cc,112.2,SENAI,81400,Johor,1.6124457,103.6473486
b7494b49-48b4-41f3-85c9-02cd9c0dbef0,4.455,JOHOR,81200,Johor,1.4865627,103.6839551
b8951276-ad6d-4cf0-ba3b-d7ab74b74fc4,17.22,JOHOR BAHRU,81100,Johor,1.589067228,103.7378471
b89786a4-bc6e-4b6f-8042-ed08e2311f12,7.125,Gelang Patah,,Johor,1.3996359,103.6017759
b981a30b-db21-4354-ab44-b6871e8f5a0f,120,Ulu Tiram,,Johor,1.5492419,103.8255354
bbbe0d55-ae0b-4ed0-8681-e07d5c126182,7.38,JOHOR BAHRU,81100,Johor,1.575739679,103.7686673
bca0b054-3b92-40a6-8c66-de7900e1608e,6.075,MASAI,81750,Johor,1.4849739,103.8172722
be2a865f-5e9d-494f-85ca-dd3cba5c45e9,336.6,"CHAAH BARU-YONG PENG,  BATU PAHAT",83700,Johor,2.077828,103.062554
bed083ea-e6ec-4ee5-b07c-5418c05b2c59,1286,,81700,Johor,1.4440655,103.9061338
bfa1d9d1-9c15-4979-bc75-b41f3dbc49ac,17.12,NUSAJAYA,79150,Johor,1.419078,103.605889
c0d6eedf-f63f-48a2-93be-7e27b1f21622,11.07,BATU PAHAT,83000,Johor,1.867419958,102.9334034
